Matchname,Half,Time,EventName,Player1Name,Player1ClubName,Player2Name,Player2Clubname,XPosOrigin,YPosOrigin,XPosDest,YPosDest,Rotation,Zone,PossRegain,PossLoss,PossWon
Chicago Fire v Colorado Rapids,First Half,1545.000,Pass,Eric GEHRIG,Chicago Fire,,,-14.00,21.00,-16.00,24.00,0,Zone 58,10,8,10
Chicago Fire v Colorado Rapids,First Half,1546.100,Clearance,Matt POLSTER,Chicago Fire,,,-16.00,24.00,14.00,29.00,0,Zone 58,12,13,12
Chicago Fire v Colorado Rapids,First Half,1549.000,Header,Maynor FIGUEROA,Colorado Rapids,,,14.00,29.00,-10.00,24.00,180,Zone 52,15,18,15
Chicago Fire v Colorado Rapids,First Half,1550.500,Touch,Michael STEPHENS,Chicago Fire,,,-10.00,24.00,-13.00,26.00,0,Zone 57,9,6,9
Chicago Fire v Colorado Rapids,First Half,1552.000,Touch,Dillon SERNA,Colorado Rapids,,,-13.00,26.00,-17.00,28.00,180,Zone 43,5,11,5
Chicago Fire v Colorado Rapids,First Half,1553.000,Pass,Dillon SERNA,Colorado Rapids,,,-17.00,28.00,-15.00,3.00,180,Zone 43,5,11,5
Chicago Fire v Colorado Rapids,First Half,1555.200,Touch,Gabriel TORRES,Colorado Rapids,,,-15.00,3.00,-14.00,3.00,180,Zone 45,5,11,5
Chicago Fire v Colorado Rapids,First Half,1555.300,Foul,Gabriel TORRES,Colorado Rapids,Jeff LARENTOWICZ,Chicago Fire,-14.00,3.00,-14.00,3.00,180,Zone 45,5,11,5
Chicago Fire v Colorado Rapids,First Half,1590.900,Direct Free Kick Pass,Marcelo SARVAS,Colorado Rapids,,,-14.00,3.00,-9.00,-13.00,180,Zone 45,7,10,7
Chicago Fire v Colorado Rapids,First Half,1592.800,Touch,Nick LABROCCA,Colorado Rapids,,,-9.00,-13.00,-7.00,-17.00,180,Zone 50,8,6,8
Chicago Fire v Colorado Rapids,First Half,1594.000,Pass,Nick LABROCCA,Colorado Rapids,,,-7.00,-17.00,-13.00,-30.00,180,Zone 50,8,6,8
Chicago Fire v Colorado Rapids,First Half,1595.300,Pass,Drew MOOR,Colorado Rapids,,,-13.00,-30.00,-32.00,-28.00,180,Zone 49,13,15,13
Chicago Fire v Colorado Rapids,First Half,1597.500,Touch,Gabriel TORRES,Colorado Rapids,,,-32.00,-28.00,-34.00,-28.00,180,Zone 41,5,11,5
Chicago Fire v Colorado Rapids,First Half,1597.900,Touch,Gabriel TORRES,Colorado Rapids,Matt WATSON,Chicago Fire,-34.00,-28.00,-30.00,-30.00,180,Zone 41,5,11,5
Chicago Fire v Colorado Rapids,First Half,1598.500,Touch,Gabriel TORRES,Colorado Rapids,,,-30.00,-30.00,-30.00,-32.00,180,Zone 41,5,11,5
Chicago Fire v Colorado Rapids,First Half,1599.500,Pass,Gabriel TORRES,Colorado Rapids,,,-30.00,-32.00,-41.00,-28.00,180,Zone 41,5,11,5
Chicago Fire v Colorado Rapids,First Half,1602.600,Cross,Drew MOOR,Colorado Rapids,,,-41.00,-28.00,-45.00,2.00,180,Zone 42,13,15,13
Chicago Fire v Colorado Rapids,First Half,1604.100,Header,Matt POLSTER,Chicago Fire,,,-45.00,2.00,-29.00,-17.00,0,Zone 79,12,13,12
Chicago Fire v Colorado Rapids,First Half,1607.200,Pass,Dillon POWERS,Colorado Rapids,,,-29.00,-17.00,-32.00,-25.00,180,Zone 39,4,3,4
Chicago Fire v Colorado Rapids,First Half,1608.600,Touch,Drew MOOR,Colorado Rapids,,,-32.00,-25.00,-33.00,-25.00,180,Zone 41,13,15,13
Chicago Fire v Colorado Rapids,First Half,1610.000,Touch,Drew MOOR,Colorado Rapids,,,-33.00,-25.00,-31.00,-25.00,180,Zone 41,13,15,13
Chicago Fire v Colorado Rapids,First Half,1610.400,Touch,Drew MOOR,Colorado Rapids,,,-31.00,-25.00,-31.00,-28.00,180,Zone 41,13,15,13
Chicago Fire v Colorado Rapids,First Half,1611.300,Cross,Drew MOOR,Colorado Rapids,,,-31.00,-28.00,-45.00,5.00,180,Zone 41,13,15,13
Chicago Fire v Colorado Rapids,First Half,1613.300,Header,Patrick NYARKO,Chicago Fire,,,-45.00,5.00,-52.00,21.00,0,Zone 81,10,14,10
Chicago Fire v Colorado Rapids,First Half,1639.100,Corner Cross,Gabriel TORRES,Colorado Rapids,,,-52.00,33.00,-45.00,1.00,180,Zone 1,5,11,5
Chicago Fire v Colorado Rapids,First Half,1640.500,Header,Matt WATSON,Chicago Fire,,,-45.00,1.00,-32.00,1.00,0,Zone 79,8,10,8
Chicago Fire v Colorado Rapids,First Half,1642.100,Touch,Harrison SHIPP,Chicago Fire,,,-32.00,1.00,-23.00,-2.00,0,Zone 94,3,8,2
Chicago Fire v Colorado Rapids,First Half,1643.100,Shot,Gabriel TORRES,Colorado Rapids,,,-23.00,-2.00,-50.00,-2.00,180,Zone 37,5,11,5
Chicago Fire v Colorado Rapids,First Half,1644.400,Goalkeeper Save,Sean JOHNSON,Chicago Fire,,,-50.00,-2.00,-49.00,-6.00,0,Zone 73,6,0,6
Chicago Fire v Colorado Rapids,First Half,1645.300,Goalkeeper Pick Up,Sean JOHNSON,Chicago Fire,,,-49.00,-6.00,-38.00,-2.00,0,Zone 72,6,0,6
Chicago Fire v Colorado Rapids,First Half,1649.100,Goalkeeper Kick,Sean JOHNSON,Chicago Fire,,,-38.00,-2.00,12.00,16.00,0,Zone 76,6,0,6
Chicago Fire v Colorado Rapids,First Half,1652.900,Foul,Marcelo SARVAS,Colorado Rapids,David ACCAM,Chicago Fire,12.00,16.00,12.00,15.00,180,Zone 52,7,10,7
Chicago Fire v Colorado Rapids,First Half,1681.900,Direct Free Kick Pass,Sean ST LEDGER,Colorado Rapids,,,12.00,15.00,-42.00,-23.00,180,Zone 52,10,6,10
Chicago Fire v Colorado Rapids,First Half,1688.100,Touch,Gabriel TORRES,Colorado Rapids,,,-42.00,-23.00,-41.00,-22.00,180,Zone 42,5,11,5
Chicago Fire v Colorado Rapids,First Half,1689.100,Touch,Gabriel TORRES,Colorado Rapids,,,-41.00,-22.00,-38.00,-24.00,180,Zone 42,5,11,5
Chicago Fire v Colorado Rapids,First Half,1690.100,Pass,Gabriel TORRES,Colorado Rapids,,,-38.00,-24.00,-33.00,-31.00,180,Zone 42,5,11,5
Chicago Fire v Colorado Rapids,First Half,1691.600,Clearance,David ACCAM,Chicago Fire,,,-33.00,-31.00,-31.00,-31.00,0,Zone 59,4,16,4
Chicago Fire v Colorado Rapids,First Half,1691.700,Block,Drew MOOR,Colorado Rapids,,,-31.00,-31.00,-32.00,-29.00,180,Zone 41,13,15,13
Chicago Fire v Colorado Rapids,First Half,1692.800,Touch,David ACCAM,Chicago Fire,,,-32.00,-29.00,-29.00,-26.00,0,Zone 59,4,16,4
Chicago Fire v Colorado Rapids,First Half,1694.800,Touch,David ACCAM,Chicago Fire,,,-29.00,-26.00,-30.00,-24.00,0,Zone 59,4,16,4
Chicago Fire v Colorado Rapids,First Half,1696.000,Touch,David ACCAM,Chicago Fire,,,-30.00,-24.00,-26.00,-24.00,0,Zone 59,4,16,4
Chicago Fire v Colorado Rapids,First Half,1696.600,Touch,David ACCAM,Chicago Fire,Gabriel TORRES,Colorado Rapids,-26.00,-24.00,-20.00,-27.00,0,Zone 59,4,16,4
Chicago Fire v Colorado Rapids,First Half,1697.800,Touch,David ACCAM,Chicago Fire,,,-20.00,-27.00,-15.00,-29.00,0,Zone 59,4,16,4
Chicago Fire v Colorado Rapids,First Half,1698.400,Touch,David ACCAM,Chicago Fire,,,-15.00,-29.00,-12.00,-30.00,0,Zone 52,4,16,4
Chicago Fire v Colorado Rapids,First Half,1698.800,Touch,David ACCAM,Chicago Fire,,,-12.00,-30.00,-10.00,-31.00,0,Zone 52,4,16,4
Chicago Fire v Colorado Rapids,First Half,1699.100,Pass,David ACCAM,Chicago Fire,,,-10.00,-31.00,-7.00,-32.00,0,Zone 51,4,16,4
Chicago Fire v Colorado Rapids,First Half,1699.500,Block,Drew MOOR,Colorado Rapids,,,-7.00,-32.00,-4.00,-34.00,180,Zone 50,13,15,13
Chicago Fire v Colorado Rapids,First Half,1709.600,Throw In,Joevin JONES,Chicago Fire,,,-11.00,-34.00,-16.00,-3.00,0,Zone 51,7,12,7
Chicago Fire v Colorado Rapids,First Half,1713.800,Touch,Michael STEPHENS,Chicago Fire,,,-16.00,-3.00,-10.00,5.00,0,Zone 54,9,6,9
Chicago Fire v Colorado Rapids,First Half,1715.000,Touch,Michael STEPHENS,Chicago Fire,,,-10.00,5.00,3.00,12.00,0,Zone 55,9,6,9
Chicago Fire v Colorado Rapids,First Half,1717.300,Touch,Michael STEPHENS,Chicago Fire,,,3.00,12.00,5.00,14.00,0,Zone 50,9,6,9
Chicago Fire v Colorado Rapids,First Half,1717.700,Pass,Michael STEPHENS,Chicago Fire,,,5.00,14.00,32.00,8.00,0,Zone 50,9,6,9
Chicago Fire v Colorado Rapids,First Half,1719.800,Touch,Patrick NYARKO,Chicago Fire,,,32.00,8.00,48.00,20.00,0,Zone 32,10,14,10
Chicago Fire v Colorado Rapids,First Half,1723.000,Touch,Maynor FIGUEROA,Colorado Rapids,,,48.00,20.00,52.00,21.00,180,Zone 66,15,18,15
Chicago Fire v Colorado Rapids,First Half,1758.000,Corner Cross,David ACCAM,Chicago Fire,,,52.00,33.00,45.00,6.00,0,Zone 42,4,16,4
Chicago Fire v Colorado Rapids,First Half,1759.100,Header,Eric GEHRIG,Chicago Fire,,,45.00,6.00,31.00,-22.00,0,Zone 21,10,8,10
Chicago Fire v Colorado Rapids,First Half,1761.800,Touch,Joevin JONES,Chicago Fire,,,31.00,-22.00,33.00,-20.00,0,Zone 2,7,12,7
Chicago Fire v Colorado Rapids,First Half,1762.700,Touch,Joevin JONES,Chicago Fire,,,33.00,-20.00,34.00,-21.00,0,Zone 5,7,12,7
Chicago Fire v Colorado Rapids,First Half,1763.900,Touch,Joevin JONES,Chicago Fire,Gabriel TORRES,Colorado Rapids,34.00,-21.00,40.00,-24.00,0,Zone 2,7,12,7
Chicago Fire v Colorado Rapids,First Half,1765.500,Cross,Joevin JONES,Chicago Fire,,,40.00,-24.00,50.00,1.00,0,Zone 1,7,12,7
Chicago Fire v Colorado Rapids,First Half,1767.400,Header,Sean ST LEDGER,Colorado Rapids,,,50.00,1.00,52.00,6.00,180,Zone 73,10,6,10
Chicago Fire v Colorado Rapids,First Half,1785.900,Corner Cross,David ACCAM,Chicago Fire,,,52.00,33.00,43.00,-4.00,0,Zone 42,4,16,4
Chicago Fire v Colorado Rapids,First Half,1787.400,Shot,Patrick NYARKO,Chicago Fire,,,43.00,-4.00,52.00,6.00,0,Zone 16,10,14,10
Chicago Fire v Colorado Rapids,First Half,1814.400,Goal Kick,Clint IRWIN,Colorado Rapids,,,49.00,5.00,-11.00,8.00,180,Zone 72,6,9,6
Chicago Fire v Colorado Rapids,First Half,1817.700,Header,Kevin DOYLE,Colorado Rapids,Kevin DOYLE,Colorado Rapids,-11.00,8.00,-22.00,7.00,180,Zone 46,4,5,4
Chicago Fire v Colorado Rapids,First Half,1818.800,Header,Eric GEHRIG,Chicago Fire,,,-22.00,7.00,-4.00,2.00,0,Zone 90,10,8,10
Chicago Fire v Colorado Rapids,First Half,1820.600,Foul,Harrison SHIPP,Chicago Fire,Nick LABROCCA,Colorado Rapids,-4.00,2.00,-3.00,6.00,0,Zone 55,3,8,2
Chicago Fire v Colorado Rapids,First Half,1834.800,Direct Free Kick Pass,Michael STEPHENS,Chicago Fire,,,-3.00,6.00,14.00,31.00,0,Zone 55,9,6,9
Chicago Fire v Colorado Rapids,First Half,1836.800,Touch,Matt POLSTER,Chicago Fire,,,14.00,31.00,14.00,29.00,0,Zone 49,12,13,12
Chicago Fire v Colorado Rapids,First Half,1837.800,Pass,Matt POLSTER,Chicago Fire,,,14.00,29.00,7.00,17.00,0,Zone 49,12,13,12
Chicago Fire v Colorado Rapids,First Half,1838.800,Touch,Michael STEPHENS,Chicago Fire,,,7.00,17.00,9.00,19.00,0,Zone 50,9,6,9
Chicago Fire v Colorado Rapids,First Half,1840.200,Pass,Michael STEPHENS,Chicago Fire,,,9.00,19.00,32.00,26.00,0,Zone 50,9,6,9
Chicago Fire v Colorado Rapids,First Half,1842.500,Clearance,Maynor FIGUEROA,Colorado Rapids,,,32.00,26.00,23.00,27.00,180,Zone 59,15,18,15
Chicago Fire v Colorado Rapids,First Half,1844.500,Header,Michael STEPHENS,Chicago Fire,,,23.00,27.00,32.00,27.00,0,Zone 41,9,6,9
Chicago Fire v Colorado Rapids,First Half,1845.600,Touch,Matt POLSTER,Chicago Fire,,,32.00,27.00,35.00,24.00,0,Zone 41,12,13,12
Chicago Fire v Colorado Rapids,First Half,1846.200,Header,Maynor FIGUEROA,Colorado Rapids,,,35.00,24.00,21.00,34.00,180,Zone 60,15,18,15
Chicago Fire v Colorado Rapids,First Half,1860.200,Throw In,Matt POLSTER,Chicago Fire,,,21.00,34.00,17.00,20.00,0,Zone 41,12,13,12
Chicago Fire v Colorado Rapids,First Half,1862.700,Pass,Harrison SHIPP,Chicago Fire,,,17.00,20.00,0.00,2.00,0,Zone 49,3,8,2
Chicago Fire v Colorado Rapids,First Half,1864.800,Touch,Jeff LARENTOWICZ,Chicago Fire,,,0.00,2.00,2.00,-5.00,0,Zone 55,8,9,8
Chicago Fire v Colorado Rapids,First Half,1866.200,Pass,Jeff LARENTOWICZ,Chicago Fire,,,2.00,-5.00,11.00,-28.00,0,Zone 46,8,9,8
Chicago Fire v Colorado Rapids,First Half,1868.000,Touch,Joevin JONES,Chicago Fire,,,11.00,-28.00,12.00,-29.00,0,Zone 44,7,12,7
Chicago Fire v Colorado Rapids,First Half,1868.800,Touch,Joevin JONES,Chicago Fire,,,12.00,-29.00,12.00,-26.00,0,Zone 43,7,12,7
Chicago Fire v Colorado Rapids,First Half,1869.300,Pass,Joevin JONES,Chicago Fire,,,12.00,-26.00,14.00,-22.00,0,Zone 43,7,12,7
Chicago Fire v Colorado Rapids,First Half,1870.000,Touch,David ACCAM,Chicago Fire,,,14.00,-22.00,16.00,-24.00,0,Zone 43,4,16,4
Chicago Fire v Colorado Rapids,First Half,1871.000,Touch,David ACCAM,Chicago Fire,,,16.00,-24.00,17.00,-25.00,0,Zone 43,4,16,4
Chicago Fire v Colorado Rapids,First Half,1871.200,Pass,David ACCAM,Chicago Fire,,,17.00,-25.00,21.00,-23.00,0,Zone 43,4,16,4
Chicago Fire v Colorado Rapids,First Half,1871.400,Block,Marcelo SARVAS,Colorado Rapids,,,21.00,-23.00,24.00,-22.00,180,Zone 99,7,10,7
Chicago Fire v Colorado Rapids,First Half,1873.500,Touch,Matt WATSON,Chicago Fire,,,24.00,-22.00,26.00,-23.00,0,Zone 2,8,10,8
Chicago Fire v Colorado Rapids,First Half,1874.000,Touch,Matt WATSON,Chicago Fire,,,26.00,-23.00,30.00,-27.00,0,Zone 2,8,10,8
Chicago Fire v Colorado Rapids,First Half,1875.100,Touch,Matt WATSON,Chicago Fire,,,30.00,-27.00,31.00,-28.00,0,Zone 2,8,10,8
Chicago Fire v Colorado Rapids,First Half,1877.000,Touch,Matt WATSON,Chicago Fire,Dillon POWERS,Colorado Rapids,31.00,-28.00,39.00,-27.00,0,Zone 2,8,10,8
Chicago Fire v Colorado Rapids,First Half,1878.600,Touch,Matt WATSON,Chicago Fire,,,39.00,-27.00,39.00,-27.00,0,Zone 1,8,10,8
Chicago Fire v Colorado Rapids,First Half,1879.600,Dribble,Matt WATSON,Chicago Fire,,,24.00,-22.00,43.00,-22.00,0,Zone 2,8,10,8
Chicago Fire v Colorado Rapids,First Half,1879.700,Touch,Matt WATSON,Chicago Fire,,,43.00,-22.00,45.00,-20.00,0,Zone 1,8,10,8
Chicago Fire v Colorado Rapids,First Half,1880.200,Tackle,Matt WATSON,Chicago Fire,Drew MOOR,Colorado Rapids,45.00,-20.00,44.00,-19.00,0,Zone 7,8,10,8
Chicago Fire v Colorado Rapids,First Half,1881.900,Pass,Dillon POWERS,Colorado Rapids,Dillon POWERS,Colorado Rapids,44.00,-19.00,33.00,-25.00,180,Zone 86,4,3,4
Chicago Fire v Colorado Rapids,First Half,1883.400,Touch,Marcelo SARVAS,Colorado Rapids,,,33.00,-25.00,24.00,-28.00,180,Zone 99,7,10,7
Chicago Fire v Colorado Rapids,First Half,1885.000,Touch,Marcelo SARVAS,Colorado Rapids,Matt WATSON,Chicago Fire,24.00,-28.00,16.00,-25.00,180,Zone 99,7,10,7
Chicago Fire v Colorado Rapids,First Half,1886.300,Touch,Joevin JONES,Chicago Fire,,,16.00,-25.00,19.00,-27.00,0,Zone 43,7,12,7
Chicago Fire v Colorado Rapids,First Half,1886.600,Touch,Joevin JONES,Chicago Fire,,,19.00,-27.00,23.00,-27.00,0,Zone 2,7,12,7
Chicago Fire v Colorado Rapids,First Half,1887.300,Touch,Joevin JONES,Chicago Fire,Dillon POWERS,Colorado Rapids,23.00,-27.00,23.00,-27.00,0,Zone 2,7,12,7
Chicago Fire v Colorado Rapids,First Half,1888.500,Dribble,Joevin JONES,Chicago Fire,,,16.00,-25.00,27.00,-22.00,0,Zone 43,7,12,7
Chicago Fire v Colorado Rapids,First Half,1888.600,Pass,Joevin JONES,Chicago Fire,,,27.00,-22.00,38.00,-18.00,0,Zone 2,7,12,7
Chicago Fire v Colorado Rapids,First Half,1889.400,Touch,David ACCAM,Chicago Fire,,,38.00,-18.00,40.00,-11.00,0,Zone 6,4,16,4
Chicago Fire v Colorado Rapids,First Half,1890.000,Touch,David ACCAM,Chicago Fire,,,40.00,-11.00,42.00,-13.00,0,Zone 11,4,16,4
Chicago Fire v Colorado Rapids,First Half,1890.900,Shot,David ACCAM,Chicago Fire,,,42.00,-13.00,50.00,-4.00,0,Zone 10,4,16,4
Chicago Fire v Colorado Rapids,First Half,1891.400,Goalkeeper Save,Clint IRWIN,Colorado Rapids,,,50.00,-4.00,52.00,-5.00,180,Zone 75,6,9,6
Chicago Fire v Colorado Rapids,First Half,1909.300,Corner Pass,David ACCAM,Chicago Fire,,,52.00,-33.00,36.00,-30.00,0,Zone 1,4,16,4
Chicago Fire v Colorado Rapids,First Half,1911.000,Touch,Joevin JONES,Chicago Fire,,,36.00,-30.00,38.00,-29.00,0,Zone 1,7,12,7
Chicago Fire v Colorado Rapids,First Half,1911.100,Pass,Joevin JONES,Chicago Fire,,,38.00,-29.00,40.00,-29.00,0,Zone 1,7,12,7
Chicago Fire v Colorado Rapids,First Half,1911.500,Pass,David ACCAM,Chicago Fire,,,40.00,-29.00,43.00,-30.00,0,Zone 1,4,16,4
Chicago Fire v Colorado Rapids,First Half,1912.100,Touch,Joevin JONES,Chicago Fire,,,43.00,-30.00,40.00,-30.00,0,Zone 1,7,12,7
Chicago Fire v Colorado Rapids,First Half,1912.800,Touch,Joevin JONES,Chicago Fire,,,40.00,-30.00,42.00,-28.00,0,Zone 1,7,12,7
Chicago Fire v Colorado Rapids,First Half,1913.500,Cross,Joevin JONES,Chicago Fire,,,42.00,-28.00,42.00,-1.00,0,Zone 1,7,12,7
Chicago Fire v Colorado Rapids,First Half,1914.900,Header,Drew MOOR,Colorado Rapids,,,42.00,-1.00,33.00,8.00,180,Zone 79,13,15,13
Chicago Fire v Colorado Rapids,First Half,1917.400,Touch,Patrick NYARKO,Chicago Fire,,,33.00,8.00,32.00,6.00,0,Zone 32,10,14,10
Chicago Fire v Colorado Rapids,First Half,1918.000,Touch,Patrick NYARKO,Chicago Fire,,,32.00,6.00,32.00,4.00,0,Zone 32,10,14,10
Chicago Fire v Colorado Rapids,First Half,1919.100,Touch,Patrick NYARKO,Chicago Fire,,,32.00,4.00,33.00,3.00,0,Zone 32,10,14,10
Chicago Fire v Colorado Rapids,First Half,1919.800,Touch,Patrick NYARKO,Chicago Fire,,,33.00,3.00,34.00,0.00,0,Zone 32,10,14,10
Chicago Fire v Colorado Rapids,First Half,1920.500,Pass,Patrick NYARKO,Chicago Fire,,,34.00,0.00,38.00,-1.00,0,Zone 32,10,14,10
Chicago Fire v Colorado Rapids,First Half,1921.600,Touch,Sean ST LEDGER,Colorado Rapids,,,38.00,-1.00,38.00,-1.00,180,Zone 78,10,6,10
Chicago Fire v Colorado Rapids,First Half,1922.000,Clearance,Sean ST LEDGER,Colorado Rapids,,,38.00,-1.00,27.00,-13.00,180,Zone 78,10,6,10
Chicago Fire v Colorado Rapids,First Half,1925.400,Pass,Patrick NYARKO,Chicago Fire,Patrick NYARKO,Chicago Fire,27.00,-13.00,5.00,-18.00,0,Zone 34,10,14,10
Chicago Fire v Colorado Rapids,First Half,1929.100,Pass,Joevin JONES,Chicago Fire,,,5.00,-18.00,-16.00,-1.00,0,Zone 44,7,12,7
Chicago Fire v Colorado Rapids,First Half,1931.800,Touch,Matt POLSTER,Chicago Fire,,,-16.00,-1.00,-16.00,1.00,0,Zone 54,12,13,12
Chicago Fire v Colorado Rapids,First Half,1933.000,Pass,Matt POLSTER,Chicago Fire,,,-16.00,1.00,-8.00,13.00,0,Zone 56,12,13,12
Chicago Fire v Colorado Rapids,First Half,1934.100,Touch,Eric GEHRIG,Chicago Fire,,,-8.00,13.00,-6.00,16.00,0,Zone 57,10,8,10
Chicago Fire v Colorado Rapids,First Half,1934.900,Touch,Eric GEHRIG,Chicago Fire,,,-6.00,16.00,-4.00,20.00,0,Zone 57,10,8,10
Chicago Fire v Colorado Rapids,First Half,1936.500,Touch,Eric GEHRIG,Chicago Fire,,,-4.00,20.00,-4.00,22.00,0,Zone 57,10,8,10
Chicago Fire v Colorado Rapids,First Half,1936.900,Pass,Eric GEHRIG,Chicago Fire,,,-4.00,22.00,13.00,21.00,0,Zone 57,10,8,10
Chicago Fire v Colorado Rapids,First Half,1938.100,Touch,Matt WATSON,Chicago Fire,,,13.00,21.00,15.00,24.00,0,Zone 49,8,10,8
Chicago Fire v Colorado Rapids,First Half,1939.300,Pass,Matt WATSON,Chicago Fire,,,15.00,24.00,24.00,15.00,0,Zone 49,8,10,8
Chicago Fire v Colorado Rapids,First Half,1940.200,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,24.00,15.00,22.00,15.00,0,Zone 40,0,9,0
Chicago Fire v Colorado Rapids,First Half,1940.600,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,22.00,15.00,20.00,16.00,0,Zone 40,0,9,0
Chicago Fire v Colorado Rapids,First Half,1941.500,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,20.00,16.00,15.00,18.00,0,Zone 40,0,9,0
Chicago Fire v Colorado Rapids,First Half,1941.800,Touch,Kennedy IGBOANANIKE,Chicago Fire,Dillon SERNA,Colorado Rapids,15.00,18.00,13.00,19.00,0,Zone 49,0,9,0
Chicago Fire v Colorado Rapids,First Half,1943.200,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,13.00,19.00,17.00,19.00,0,Zone 49,0,9,0
Chicago Fire v Colorado Rapids,First Half,1943.900,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,17.00,19.00,21.00,19.00,0,Zone 49,0,9,0
Chicago Fire v Colorado Rapids,First Half,1944.500,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,21.00,19.00,26.00,23.00,0,Zone 40,0,9,0
Chicago Fire v Colorado Rapids,First Half,1945.400,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,26.00,23.00,33.00,25.00,0,Zone 41,0,9,0
Chicago Fire v Colorado Rapids,First Half,1946.500,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,33.00,25.00,40.00,27.00,0,Zone 41,0,9,0
Chicago Fire v Colorado Rapids,First Half,1947.200,Touch,Kennedy IGBOANANIKE,Chicago Fire,,,40.00,27.00,45.00,27.00,0,Zone 42,0,9,0
Chicago Fire v Colorado Rapids,First Half,1948.400,Tackle,Kennedy IGBOANANIKE,Chicago Fire,Maynor FIGUEROA,Colorado Rapids,45.00,27.00,47.00,33.00,0,Zone 42,0,9,0
Chicago Fire v Colorado Rapids,First Half,1967.200,Throw In,Matt POLSTER,Chicago Fire,,,43.00,34.00,41.00,22.00,0,Zone 42,12,13,12
Chicago Fire v Colorado Rapids,First Half,1968.300,Touch,Matt WATSON,Chicago Fire,,,41.00,22.00,43.00,21.00,0,Zone 42,8,10,8
Chicago Fire v Colorado Rapids,First Half,1969.200,Tackle,Matt WATSON,Chicago Fire,Marcelo SARVAS,Colorado Rapids,43.00,21.00,45.00,23.00,0,Zone 42,8,10,8
Chicago Fire v Colorado Rapids,First Half,1969.800,Pass,Marcelo SARVAS,Colorado Rapids,,,45.00,23.00,48.00,25.00,180,Zone 60,7,10,7
Chicago Fire v Colorado Rapids,First Half,1971.500,Pass,Dillon SERNA,Colorado Rapids,,,48.00,25.00,27.00,23.00,180,Zone 60,5,11,5
Chicago Fire v Colorado Rapids,First Half,1973.100,Touch,Michael STEPHENS,Chicago Fire,,,27.00,23.00,29.00,21.00,0,Zone 41,9,6,9
Chicago Fire v Colorado Rapids,First Half,1973.600,Touch,Michael STEPHENS,Chicago Fire,,,29.00,21.00,31.00,20.00,0,Zone 41,9,6,9
Chicago Fire v Colorado Rapids,First Half,1974.200,Pass,Michael STEPHENS,Chicago Fire,,,31.00,20.00,32.00,9.00,0,Zone 39,9,6,9
Chicago Fire v Colorado Rapids,First Half,1976.000,Pass,Harrison SHIPP,Chicago Fire,,,32.00,9.00,39.00,8.00,0,Zone 32,3,8,2
Chicago Fire v Colorado Rapids,First Half,1977.100,Pass,Patrick NYARKO,Chicago Fire,Patrick NYARKO,Chicago Fire,39.00,8.00,41.00,12.00,0,Zone 23,10,14,10
Chicago Fire v Colorado Rapids,First Half,1978.400,Shot,Kennedy IGBOANANIKE,Chicago Fire,,,41.00,12.00,45.00,7.00,0,Zone 26,0,9,0
Chicago Fire v Colorado Rapids,First Half,1978.700,Block,Bobby BURLING,Colorado Rapids,,,45.00,7.00,52.00,3.00,180,Zone 71,9,9,9
Chicago Fire v Colorado Rapids,First Half,2006.100,Corner Cross,David ACCAM,Chicago Fire,,,52.00,33.00,47.00,5.00,0,Zone 42,4,16,4
Chicago Fire v Colorado Rapids,First Half,2007.200,Clearance,Marcelo SARVAS,Colorado Rapids,,,47.00,5.00,14.00,33.00,180,Zone 71,7,10,7
Chicago Fire v Colorado Rapids,First Half,2013.700,Throw In,Matt POLSTER,Chicago Fire,,,15.00,34.00,-6.00,7.00,0,Zone 49,12,13,12
Chicago Fire v Colorado Rapids,First Half,2016.500,Touch,Michael STEPHENS,Chicago Fire,,,-6.00,7.00,-7.00,10.00,0,Zone 55,9,6,9
Chicago Fire v Colorado Rapids,First Half,2017.400,Touch,Michael STEPHENS,Chicago Fire,,,-7.00,10.00,-1.00,8.00,0,Zone 55,9,6,9
Chicago Fire v Colorado Rapids,First Half,2018.500,Touch,Michael STEPHENS,Chicago Fire,,,-1.00,8.00,2.00,10.00,0,Zone 55,9,6,9
Chicago Fire v Colorado Rapids,First Half,2019.100,Touch,Michael STEPHENS,Chicago Fire,,,2.00,10.00,9.00,13.00,0,Zone 48,9,6,9
Chicago Fire v Colorado Rapids,First Half,2020.500,Pass,Michael STEPHENS,Chicago Fire,,,9.00,13.00,23.00,30.00,0,Zone 50,9,6,9
Chicago Fire v Colorado Rapids,First Half,2022.000,Touch,Matt POLSTER,Chicago Fire,,,23.00,30.00,27.00,30.00,0,Zone 41,12,13,12
Chicago Fire v Colorado Rapids,First Half,2022.900,Touch,Matt POLSTER,Chicago Fire,,,27.00,30.00,24.00,29.00,0,Zone 41,12,13,12
Chicago Fire v Colorado Rapids,First Half,2023.800,Pass,Matt POLSTER,Chicago Fire,,,24.00,29.00,14.00,24.00,0,Zone 41,12,13,12
